date,district,latitude,longitude,rainfall_mm,temperature_c,humidity_pct,sunshine_hours,soil_moisture
2024-09-12,Gasabo,-1.895,30.1167,0.0,24.01,47.98,25.42,0.023567891508277622
2024-09-13,Gasabo,-1.895,30.1167,0.01,24.19,46.32,21.69,0.020132707782035977
2024-09-14,Gasabo,-1.895,30.1167,0.01,23.02,45.22,20.65,0.01721280161473058
2024-09-15,Gasabo,-1.895,30.1167,0.0,22.39,39.48,24.99,0.014630881372520992
2024-09-16,Gasabo,-1.895,30.1167,0.0,23.69,42.17,24.37,0.012436249166642842
2024-09-17,Gasabo,-1.895,30.1167,0.65,22.85,58.38,18.59,0.017070811791646413
2024-09-18,Gasabo,-1.895,30.1167,0.59,23.47,57.92,21.89,0.02041019002289945
2024-09-19,Gasabo,-1.895,30.1167,1.16,23.74,56.71,19.88,0.02894866151946453
2024-09-20,Gasabo,-1.895,30.1167,13.27,21.73,68.58,16.78,0.15730636229154482
2024-09-21,Gasabo,-1.895,30.1167,0.89,22.01,66.91,16.74,0.14261040794781307
2024-09-22,Gasabo,-1.895,30.1167,2.51,21.42,72.5,17.99,0.1463188467556411
2024-09-23,Gasabo,-1.895,30.1167,0.21,22.36,62.89,20.09,0.12647101974229494
2024-09-24,Gasabo,-1.895,30.1167,0.01,21.79,59.59,21.04,0.1076003667809507
2024-09-25,Gasabo,-1.895,30.1167,1.12,22.08,62.68,17.92,0.10266031176380809
2024-09-26,Gasabo,-1.895,30.1167,0.23,22.68,62.73,22.69,0.08956126499923688
2024-09-27,Gasabo,-1.895,30.1167,0.24,23.92,56.5,22.85,0.07852707524935135
2024-09-28,Gasabo,-1.895,30.1167,0.71,24.34,57.77,19.84,0.07384801396194864
2024-09-29,Gasabo,-1.895,30.1167,17.0,21.23,73.92,16.1,0.23277081186765636
2024-09-30,Gasabo,-1.895,30.1167,20.97,21.38,75.71,8.86,0.4075551900875079
2024-10-01,Gasabo,-1.895,30.1167,10.16,21.16,76.16,17.01,0.44802191157438165
2024-10-02,Gasabo,-1.895,30.1167,10.2,20.9,79.09,14.6,0.48281862483822435
2024-10-03,Gasabo,-1.895,30.1167,1.84,20.96,73.28,15.14,0.42879583111249064
2024-10-04,Gasabo,-1.895,30.1167,0.01,20.24,65.47,24.07,0.36457645644561704
2024-10-05,Gasabo,-1.895,30.1167,0.21,20.91,67.5,19.62,0.3119899879787745
2024-10-06,Gasabo,-1.895,30.1167,4.38,21.15,69.55,16.05,0.3089914897819583
2024-10-07,Gasabo,-1.895,30.1167,3.44,20.76,75.94,14.73,0.29704276631466453
2024-10-08,Gasabo,-1.895,30.1167,2.05,20.06,78.9,10.39,0.27298635136746485
2024-10-09,Gasabo,-1.895,30.1167,1.75,19.97,74.08,12.83,0.24953839866234512
2024-10-10,Gasabo,-1.895,30.1167,2.47,20.27,75.17,17.22,0.23680763886299336
2024-10-11,Gasabo,-1.895,30.1167,11.49,18.82,84.46,13.78,0.31618649303354435
2024-10-12,Gasabo,-1.895,30.1167,2.24,19.88,77.87,14.43,0.29115851907851265
2024-10-13,Gasabo,-1.895,30.1167,0.77,20.73,72.24,23.3,0.25518474121673573
2024-10-14,Gasabo,-1.895,30.1167,0.49,22.12,62.95,21.3,0.22180703003422536
2024-10-15,Gasabo,-1.895,30.1167,1.71,21.93,68.44,17.91,0.20563597552909155
2024-10-16,Gasabo,-1.895,30.1167,1.24,21.74,72.73,17.31,0.1871905791997278
2024-10-17,Gasabo,-1.895,30.1167,6.29,19.84,82.95,20.35,0.22201199231976865
2024-10-18,Gasabo,-1.895,30.1167,8.25,21.64,71.69,14.91,0.27121019347180336
2024-10-19,Gasabo,-1.895,30.1167,22.84,19.94,85.02,16.19,0.45892866445103286
2024-10-20,Gasabo,-1.895,30.1167,42.07,20.34,81.56,15.7,0.8107893647833779
2024-10-21,Gasabo,-1.895,30.1167,52.83,20.02,83.61,15.55,1.0
2024-10-22,Gasabo,-1.895,30.1167,10.4,20.33,84.13,19.14,0.954
2024-10-23,Gasabo,-1.895,30.1167,0.22,21.12,77.51,21.91,0.8130999999999999
2024-10-24,Gasabo,-1.895,30.1167,1.09,21.02,78.4,19.17,0.702035
2024-10-25,Gasabo,-1.895,30.1167,1.36,21.15,78.56,21.56,0.61032975
2024-10-26,Gasabo,-1.895,30.1167,2.82,20.57,78.37,17.97,0.5469802874999999
2024-10-27,Gasabo,-1.895,30.1167,0.65,20.42,79.46,20.18,0.47143324437499995
2024-10-28,Gasabo,-1.895,30.1167,1.69,21.61,75.1,18.64,0.41761825771874994
2024-10-29,Gasabo,-1.895,30.1167,1.63,21.89,74.51,23.47,0.3712755190609374
2024-10-30,Gasabo,-1.895,30.1167,1.51,21.83,74.53,21.99,0.3306841912017968
2024-10-31,Gasabo,-1.895,30.1167,3.66,21.42,73.46,15.05,0.3176815625215273
2024-11-01,Gasabo,-1.895,30.1167,5.33,20.6,77.89,9.75,0.32332932814329823
2024-11-02,Gasabo,-1.895,30.1167,4.63,18.79,86.08,17.76,0.3211299289218035
2024-11-03,Gasabo,-1.895,30.1167,1.87,20.39,77.27,19.82,0.29166043958353294
2024-11-04,Gasabo,-1.895,30.1167,0.43,21.04,72.64,19.08,0.252211373646003
2024-11-05,Gasabo,-1.895,30.1167,1.06,20.61,75.61,18.24,0.22497966759910254
2024-11-06,Gasabo,-1.895,30.1167,1.23,20.12,78.55,16.59,0.20353271745923715
2024-11-07,Gasabo,-1.895,30.1167,16.58,18.73,90.01,12.82,0.33880280984035155
2024-11-08,Gasabo,-1.895,30.1167,2.26,18.62,86.88,17.05,0.3105823883642988
2024-11-09,Gasabo,-1.895,30.1167,0.43,20.36,74.3,20.69,0.268295030109654
2024-11-10,Gasabo,-1.895,30.1167,0.81,20.46,74.11,16.21,0.23615077559320588
2024-11-11,Gasabo,-1.895,30.1167,2.04,19.88,80.96,13.71,0.221128159254225
2024-11-12,Gasabo,-1.895,30.1167,2.28,19.75,78.64,14.51,0.21075893536609122
2024-11-13,Gasabo,-1.895,30.1167,0.83,20.73,73.35,21.09,0.18744509506117754
2024-11-14,Gasabo,-1.895,30.1167,1.73,19.75,80.53,13.22,0.1766283308020009
2024-11-15,Gasabo,-1.895,30.1167,2.43,19.77,80.05,12.6,0.17443408118170078
2024-11-16,Gasabo,-1.895,30.1167,9.32,19.23,84.62,9.89,0.24146896900444567
2024-11-17,Gasabo,-1.895,30.1167,6.85,18.74,84.97,15.91,0.27374862365377883
2024-11-18,Gasabo,-1.895,30.1167,2.24,19.27,81.48,15.11,0.255086330105712
2024-11-19,Gasabo,-1.895,30.1167,1.12,20.77,74.07,17.07,0.22802338058985522
2024-11-20,Gasabo,-1.895,30.1167,2.58,21.26,77.19,17.62,0.21961987350137693
2024-11-21,Gasabo,-1.895,30.1167,17.44,20.16,83.46,14.81,0.36107689247617036
2024-11-22,Gasabo,-1.895,30.1167,4.23,20.97,78.38,13.52,0.3492153586047448
2024-11-23,Gasabo,-1.895,30.1167,6.26,19.66,85.84,14.33,0.35943305481403304
2024-11-24,Gasabo,-1.895,30.1167,26.22,20.72,78.78,19.36,0.5677180965919281
2024-11-25,Gasabo,-1.895,30.1167,11.75,19.99,82.27,13.25,0.6000603821031388
2024-11-26,Gasabo,-1.895,30.1167,11.08,19.97,82.41,16.28,0.620851324787668
2024-11-27,Gasabo,-1.895,30.1167,10.48,20.07,81.35,16.89,0.6325236260695178
2024-11-28,Gasabo,-1.895,30.1167,14.99,20.03,82.49,14.87,0.6875450821590902
2024-11-29,Gasabo,-1.895,30.1167,22.39,19.12,87.85,17.56,0.8083133198352266
2024-11-30,Gasabo,-1.895,30.1167,23.09,19.64,83.69,18.44,0.9179663218599425
2024-12-01,Gasabo,-1.895,30.1167,14.07,19.42,84.68,14.67,0.920971373580951
2024-12-02,Gasabo,-1.895,30.1167,6.76,19.32,84.22,15.22,0.8504256675438083
2024-12-03,Gasabo,-1.895,30.1167,26.85,20.06,82.63,11.52,0.9913618174122372
2024-12-04,Gasabo,-1.895,30.1167,6.27,19.39,84.04,16.75,0.9053575448004015
2024-12-05,Gasabo,-1.895,30.1167,1.57,19.13,78.55,13.34,0.7852539130803413
2024-12-06,Gasabo,-1.895,30.1167,7.1,19.05,81.98,12.67,0.73846582611829
2024-12-07,Gasabo,-1.895,30.1167,1.45,18.88,81.25,18.63,0.6421959522005465
2024-12-08,Gasabo,-1.895,30.1167,0.34,19.05,73.55,23.16,0.5492665593704644
2024-12-09,Gasabo,-1.895,30.1167,1.72,19.67,80.07,18.57,0.48407657546489474
2024-12-10,Gasabo,-1.895,30.1167,1.32,19.87,81.88,19.31,0.4246650891451605
2024-12-11,Gasabo,-1.895,30.1167,5.58,19.01,84.09,16.46,0.41676532577338643
2024-12-12,Gasabo,-1.895,30.1167,3.92,19.75,79.57,12.83,0.3934505269073785
2024-12-13,Gasabo,-1.895,30.1167,8.59,19.88,82.0,16.88,0.42033294787127173
2024-12-14,Gasabo,-1.895,30.1167,1.42,19.97,79.27,17.92,0.37148300569058096
2024-12-15,Gasabo,-1.895,30.1167,3.11,19.82,82.93,13.4,0.34686055483699385
2024-12-16,Gasabo,-1.895,30.1167,3.15,19.22,84.63,14.94,0.3263314716114447
2024-12-17,Gasabo,-1.895,30.1167,2.42,19.77,80.96,17.43,0.301581750869728
2024-12-18,Gasabo,-1.895,30.1167,2.94,20.21,81.4,16.02,0.2857444882392688
2024-12-19,Gasabo,-1.895,30.1167,7.44,19.97,81.97,12.08,0.31728281500337846
2024-12-20,Gasabo,-1.895,30.1167,3.92,20.28,83.43,16.27,0.3088903927528717
2024-12-21,Gasabo,-1.895,30.1167,2.71,20.44,81.82,11.47,0.28965683383994095
2024-12-22,Gasabo,-1.895,30.1167,2.29,20.32,83.37,18.44,0.2691083087639498
2024-12-23,Gasabo,-1.895,30.1167,2.31,19.92,81.24,14.23,0.2518420624493573
2024-12-24,Gasabo,-1.895,30.1167,6.36,19.79,84.01,15.77,0.2776657530819537
2024-12-25,Gasabo,-1.895,30.1167,6.16,19.87,84.26,14.44,0.2976158901196606
2024-12-26,Gasabo,-1.895,30.1167,4.83,19.76,84.71,14.76,0.30127350660171154
2024-12-27,Gasabo,-1.895,30.1167,0.76,19.55,83.41,16.31,0.2636824806114548
2024-12-28,Gasabo,-1.895,30.1167,0.08,19.7,78.64,20.08,0.22493010851973655
2024-12-29,Gasabo,-1.895,30.1167,0.11,19.89,74.97,22.87,0.19229059224177605
2024-12-30,Gasabo,-1.895,30.1167,0.0,19.65,71.05,24.84,0.16344700340550963
2024-12-31,Gasabo,-1.895,30.1167,0.02,20.14,70.08,18.81,0.1391299528946832
2025-01-01,Gasabo,-1.895,30.1167,0.24,19.71,70.93,13.67,0.1206604599604807
2025-01-02,Gasabo,-1.895,30.1167,11.16,18.49,85.19,17.33,0.2141613909664086
2025-01-03,Gasabo,-1.895,30.1167,4.63,19.84,81.04,16.92,0.2283371823214473
2025-01-04,Gasabo,-1.895,30.1167,3.57,20.39,78.37,21.46,0.22978660497323022
2025-01-05,Gasabo,-1.895,30.1167,2.74,19.97,77.96,18.11,0.2227186142272457
2025-01-06,Gasabo,-1.895,30.1167,0.16,20.23,76.5,22.36,0.19091082209315882
2025-01-07,Gasabo,-1.895,30.1167,0.37,20.84,74.33,20.56,0.165974198779185
2025-01-08,Gasabo,-1.895,30.1167,0.07,20.81,74.18,22.07,0.14177806896230727
2025-01-09,Gasabo,-1.895,30.1167,0.42,20.65,74.68,20.22,0.12471135861796118
2025-01-10,Gasabo,-1.895,30.1167,2.09,20.39,76.69,17.13,0.126904654825267
2025-01-11,Gasabo,-1.895,30.1167,1.35,19.7,79.16,15.0,0.12136895660147694
2025-01-12,Gasabo,-1.895,30.1167,0.36,20.46,75.62,15.85,0.1067636131112554
2025-01-13,Gasabo,-1.895,30.1167,0.92,20.75,77.44,20.7,0.0999490711445671
2025-01-14,Gasabo,-1.895,30.1167,0.54,20.49,76.64,18.09,0.09035671047288203
2025-01-15,Gasabo,-1.895,30.1167,0.08,19.89,72.09,21.03,0.07760320390194972
2025-01-16,Gasabo,-1.895,30.1167,0.71,19.71,67.82,20.12,0.07306272331665725
2025-01-17,Gasabo,-1.895,30.1167,0.51,20.92,66.22,16.19,0.06720331481915867
2025-01-18,Gasabo,-1.895,30.1167,1.89,20.61,71.37,16.96,0.07602281759628488
2025-01-19,Gasabo,-1.895,30.1167,3.34,21.0,71.92,17.57,0.09801939495684214
2025-01-20,Gasabo,-1.895,30.1167,4.1,20.74,73.55,13.87,0.12431648571331581
2025-01-21,Gasabo,-1.895,30.1167,1.86,20.52,73.7,17.34,0.12426901285631844
2025-01-22,Gasabo,-1.895,30.1167,2.1,20.44,78.33,14.12,0.12662866092787067
2025-01-23,Gasabo,-1.895,30.1167,1.88,18.65,86.12,17.57,0.12643436178869005
2025-01-24,Gasabo,-1.895,30.1167,1.93,20.23,78.49,16.77,0.12676920752038653
2025-01-25,Gasabo,-1.895,30.1167,2.09,20.57,75.67,12.89,0.12865382639232856
2025-01-26,Gasabo,-1.895,30.1167,2.98,19.03,80.4,15.68,0.13915575243347927
2025-01-27,Gasabo,-1.895,30.1167,0.17,19.15,78.2,17.6,0.11998238956845739
2025-01-28,Gasabo,-1.895,30.1167,0.34,19.05,76.07,16.74,0.10538503113318878
2025-01-29,Gasabo,-1.895,30.1167,1.22,19.96,72.6,17.16,0.10177727646321047
2025-01-30,Gasabo,-1.895,30.1167,0.44,19.75,75.31,18.85,0.0909106849937289
2025-01-31,Gasabo,-1.895,30.1167,0.99,20.88,70.82,20.15,0.08717408224466955
2025-02-01,Gasabo,-1.895,30.1167,2.68,20.92,71.91,12.73,0.10089796990796912
2025-02-02,Gasabo,-1.895,30.1167,3.42,20.68,77.24,16.98,0.11996327442177376
2025-02-03,Gasabo,-1.895,30.1167,1.3,20.74,74.68,18.18,0.11496878325850769
2025-02-04,Gasabo,-1.895,30.1167,1.92,20.83,76.92,12.22,0.11692346576973153
2025-02-05,Gasabo,-1.895,30.1167,4.82,21.79,75.27,21.21,0.1475849459042718
2025-02-06,Gasabo,-1.895,30.1167,0.64,22.06,71.38,15.25,0.131847204018631
2025-02-07,Gasabo,-1.895,30.1167,1.12,21.01,75.33,18.02,0.12327012341583636
2025-02-08,Gasabo,-1.895,30.1167,6.59,20.28,78.54,11.6,0.1706796049034609
2025-02-09,Gasabo,-1.895,30.1167,2.21,20.5,76.74,22.89,0.16717766416794178
2025-02-10,Gasabo,-1.895,30.1167,0.23,21.58,70.35,20.95,0.1444010145427505
2025-02-11,Gasabo,-1.895,30.1167,3.1,21.58,74.81,17.99,0.15374086236133794
2025-02-12,Gasabo,-1.895,30.1167,0.37,21.54,76.42,18.8,0.13437973300713726
2025-02-13,Gasabo,-1.895,30.1167,0.14,21.71,72.36,20.15,0.11562277305606666
2025-02-14,Gasabo,-1.895,30.1167,0.29,20.32,79.06,15.84,0.10117935709765666
2025-02-15,Gasabo,-1.895,30.1167,6.43,20.85,72.7,18.05,0.15030245353300814
2025-02-16,Gasabo,-1.895,30.1167,5.87,21.26,73.46,21.19,0.18645708550305692
2025-02-17,Gasabo,-1.895,30.1167,12.25,20.5,78.21,17.35,0.2809885226775984
2025-02-18,Gasabo,-1.895,30.1167,3.21,20.42,75.54,21.68,0.27094024427595864
2025-02-19,Gasabo,-1.895,30.1167,0.18,21.23,66.13,26.39,0.23209920763456485
2025-02-20,Gasabo,-1.895,30.1167,0.01,21.23,63.86,25.11,0.1973843264893801
2025-02-21,Gasabo,-1.895,30.1167,0.03,21.79,62.95,22.99,0.16807667751597308
2025-02-22,Gasabo,-1.895,30.1167,0.24,21.54,68.28,23.36,0.14526517588857712
2025-02-23,Gasabo,-1.895,30.1167,0.43,21.26,67.51,24.52,0.12777539950529057
2025-02-24,Gasabo,-1.895,30.1167,0.05,22.07,63.0,23.91,0.10910908957949698
2025-02-25,Gasabo,-1.895,30.1167,0.01,22.37,64.52,21.29,0.09284272614257244
2025-02-26,Gasabo,-1.895,30.1167,0.0,22.35,62.48,23.88,0.07891631722118657
2025-02-27,Gasabo,-1.895,30.1167,0.0,22.51,56.84,24.77,0.06707886963800858
2025-02-28,Gasabo,-1.895,30.1167,0.0,22.79,55.01,25.68,0.05701703919230729
2025-03-01,Gasabo,-1.895,30.1167,0.0,23.19,60.04,23.74,0.04846448331346119
2025-03-02,Gasabo,-1.895,30.1167,0.25,23.14,64.24,15.52,0.04369481081644201
2025-03-03,Gasabo,-1.895,30.1167,1.48,22.62,67.18,18.06,0.05194058919397571
2025-03-04,Gasabo,-1.895,30.1167,0.99,22.41,71.04,19.99,0.05404950081487935
2025-03-05,Gasabo,-1.895,30.1167,0.65,22.54,67.82,19.06,0.052442075692647444
2025-03-06,Gasabo,-1.895,30.1167,0.07,23.89,60.65,22.93,0.04527576433875032
2025-03-07,Gasabo,-1.895,30.1167,0.55,23.75,62.89,18.7,0.04398439968793777
2025-03-08,Gasabo,-1.895,30.1167,4.78,22.1,72.53,13.25,0.08518673973474711
2025-03-09,Gasabo,-1.895,30.1167,1.95,21.89,72.32,10.97,0.09190872877453504
2025-03-10,Gasabo,-1.895,30.1167,14.58,20.33,80.46,15.53,0.22392241945835478
2025-03-11,Gasabo,-1.895,30.1167,2.17,19.34,85.12,16.01,0.21203405653960156
2025-03-12,Gasabo,-1.895,30.1167,3.95,20.28,80.14,12.48,0.21972894805866133
2025-03-13,Gasabo,-1.895,30.1167,2.72,20.83,78.21,17.33,0.21396960584986213
2025-03-14,Gasabo,-1.895,30.1167,1.19,21.84,70.81,24.2,0.1937741649723828
2025-03-15,Gasabo,-1.895,30.1167,2.27,21.96,72.21,10.12,0.18740804022652538
2025-03-16,Gasabo,-1.895,30.1167,2.96,19.91,82.69,13.22,0.18889683419254655
2025-03-17,Gasabo,-1.895,30.1167,1.3,21.37,75.5,23.7,0.17356230906366457
2025-03-18,Gasabo,-1.895,30.1167,2.5,21.21,76.03,19.19,0.17252796270411488
2025-03-19,Gasabo,-1.895,30.1167,9.47,18.96,86.25,11.98,0.24134876829849766
2025-03-20,Gasabo,-1.895,30.1167,4.75,19.77,78.96,14.33,0.252646453053723
2025-03-21,Gasabo,-1.895,30.1167,0.71,21.09,74.78,20.95,0.22184948509566454
2025-03-22,Gasabo,-1.895,30.1167,2.47,20.82,79.47,20.15,0.21327206233131485
2025-03-23,Gasabo,-1.895,30.1167,4.2,20.49,79.92,13.06,0.22328125298161763
2025-03-24,Gasabo,-1.895,30.1167,1.28,20.79,78.08,17.8,0.202589065034375
2025-03-25,Gasabo,-1.895,30.1167,1.23,20.73,77.68,21.63,0.18450070527921875
2025-03-26,Gasabo,-1.895,30.1167,1.41,21.64,75.34,20.98,0.17092559948733593
2025-03-27,Gasabo,-1.895,30.1167,4.49,20.88,79.56,19.32,0.19018675956423553
2025-03-28,Gasabo,-1.895,30.1167,10.6,19.36,85.77,13.03,0.2676587456296002
2025-03-29,Gasabo,-1.895,30.1167,2.88,20.74,77.92,16.37,0.25630993378516015
2025-03-30,Gasabo,-1.895,30.1167,1.27,20.54,77.34,20.02,0.2305634437173861
2025-03-31,Gasabo,-1.895,30.1167,1.04,20.8,77.93,15.27,0.20637892715977818
2025-04-01,Gasabo,-1.895,30.1167,3.15,19.87,82.18,17.68,0.20692208808581145
2025-04-02,Gasabo,-1.895,30.1167,0.6,20.83,74.92,17.66,0.18188377487293972
2025-04-03,Gasabo,-1.895,30.1167,0.99,20.83,78.08,17.51,0.16450120864199874
2025-04-04,Gasabo,-1.895,30.1167,1.02,20.98,78.98,20.93,0.15002602734569892
2025-04-05,Gasabo,-1.895,30.1167,6.23,20.43,82.47,15.26,0.18982212324384407
2025-04-06,Gasabo,-1.895,30.1167,4.41,20.91,79.51,13.07,0.20544880475726746
2025-04-07,Gasabo,-1.895,30.1167,1.96,19.83,83.14,15.92,0.19423148404367735
2025-04-08,Gasabo,-1.895,30.1167,6.84,20.0,80.1,15.17,0.23349676143712572
2025-04-09,Gasabo,-1.895,30.1167,0.29,20.81,77.32,22.93,0.20137224722155683
2025-04-10,Gasabo,-1.895,30.1167,0.55,21.05,76.39,15.46,0.17666641013832332
2025-04-11,Gasabo,-1.895,30.1167,8.94,21.12,78.06,21.3,0.2395664486175748
2025-04-12,Gasabo,-1.895,30.1167,15.6,20.72,80.07,13.41,0.3596314813249386
2025-04-13,Gasabo,-1.895,30.1167,5.51,19.3,88.43,12.13,0.3607867591261978
2025-04-14,Gasabo,-1.895,30.1167,4.07,19.45,84.91,16.54,0.34736874525726813
2025-04-15,Gasabo,-1.895,30.1167,1.91,20.38,79.99,15.39,0.3143634334686779
2025-04-16,Gasabo,-1.895,30.1167,3.8,19.39,84.36,17.58,0.30520891844837617
2025-04-17,Gasabo,-1.895,30.1167,0.28,20.79,78.02,21.99,0.26222758068111973
2025-04-18,Gasabo,-1.895,30.1167,3.05,20.95,78.92,17.3,0.25339344357895177
2025-04-19,Gasabo,-1.895,30.1167,3.89,20.27,82.42,17.44,0.254284427042109
2025-04-20,Gasabo,-1.895,30.1167,1.62,20.16,81.18,18.13,0.23234176298579265
2025-04-21,Gasabo,-1.895,30.1167,1.87,20.82,75.18,22.49,0.21619049853792374
2025-04-22,Gasabo,-1.895,30.1167,4.7,20.24,79.0,20.73,0.2307619237572352
2025-04-23,Gasabo,-1.895,30.1167,6.3,19.95,82.41,13.38,0.2591476351936499
2025-04-24,Gasabo,-1.895,30.1167,4.27,19.56,84.98,17.32,0.2629754899146024
2025-04-25,Gasabo,-1.895,30.1167,17.06,19.79,83.47,19.02,0.394129166427412
2025-04-26,Gasabo,-1.895,30.1167,1.02,20.24,80.15,22.06,0.3452097914633002
2025-04-27,Gasabo,-1.895,30.1167,0.47,20.31,78.83,21.66,0.2981283227438052
2025-04-28,Gasabo,-1.895,30.1167,0.28,20.55,78.02,20.02,0.25620907433223444
2025-04-29,Gasabo,-1.895,30.1167,1.03,20.59,78.77,16.46,0.22807771318239928
2025-04-30,Gasabo,-1.895,30.1167,1.02,20.66,80.87,13.16,0.20406605620503937
2025-05-01,Gasabo,-1.895,30.1167,0.41,20.91,76.45,19.4,0.17755614777428344
2025-05-02,Gasabo,-1.895,30.1167,1.49,20.46,80.44,12.11,0.16582272560814093
2025-05-03,Gasabo,-1.895,30.1167,2.95,19.53,86.38,18.0,0.1704493167669198
2025-05-04,Gasabo,-1.895,30.1167,1.73,19.34,83.61,14.68,0.16218191925188183
2025-05-05,Gasabo,-1.895,30.1167,3.1,19.21,83.39,16.57,0.16885463136409956
2025-05-06,Gasabo,-1.895,30.1167,6.77,19.72,83.22,16.33,0.2112264366594846
2025-05-07,Gasabo,-1.895,30.1167,8.2,19.19,84.41,9.71,0.2615424711605619
2025-05-08,Gasabo,-1.895,30.1167,6.48,19.55,81.11,14.64,0.2871111004864776
2025-05-09,Gasabo,-1.895,30.1167,5.29,19.88,80.87,19.24,0.29694443541350596
2025-05-10,Gasabo,-1.895,30.1167,3.84,19.04,86.36,9.24,0.29080277010148003
2025-05-11,Gasabo,-1.895,30.1167,3.74,20.12,79.38,16.59,0.284582354586258
2025-05-12,Gasabo,-1.895,30.1167,7.43,19.93,76.76,17.89,0.3161950013983193
2025-05-13,Gasabo,-1.895,30.1167,5.23,19.2,83.03,16.24,0.3210657511885714
2025-05-14,Gasabo,-1.895,30.1167,2.88,18.93,83.0,14.08,0.3017058885102857
2025-05-15,Gasabo,-1.895,30.1167,2.06,18.88,81.23,14.89,0.27705000523374285
2025-05-16,Gasabo,-1.895,30.1167,1.12,19.3,82.21,17.81,0.2466925044486814
2025-05-17,Gasabo,-1.895,30.1167,0.59,19.91,79.72,18.15,0.2155886287813792
2025-05-18,Gasabo,-1.895,30.1167,0.37,19.72,79.6,20.1,0.1869503344641723
2025-05-19,Gasabo,-1.895,30.1167,1.59,20.13,78.15,17.8,0.17480778429454646
2025-05-20,Gasabo,-1.895,30.1167,3.84,18.87,86.12,11.94,0.18698661665036448
2025-05-21,Gasabo,-1.895,30.1167,4.47,19.56,83.97,15.04,0.20363862415280978
2025-05-22,Gasabo,-1.895,30.1167,5.53,20.32,81.77,14.98,0.2283928305298883
2025-05-23,Gasabo,-1.895,30.1167,4.91,19.66,84.47,14.79,0.24323390595040506
2025-05-24,Gasabo,-1.895,30.1167,1.37,19.54,81.44,18.92,0.22044882005784427
2025-05-25,Gasabo,-1.895,30.1167,1.82,18.91,81.18,17.45,0.20558149704916762
2025-05-26,Gasabo,-1.895,30.1167,0.35,19.15,77.66,17.18,0.17824427249179248
2025-05-27,Gasabo,-1.895,30.1167,0.98,19.67,77.87,16.66,0.1613076316180236
2025-05-28,Gasabo,-1.895,30.1167,1.69,19.81,78.62,17.51,0.15401148687532007
2025-05-29,Gasabo,-1.895,30.1167,1.09,19.84,79.6,17.83,0.14180976384402205
2025-05-30,Gasabo,-1.895,30.1167,2.4,19.27,80.27,15.74,0.14453829926741874
2025-05-31,Gasabo,-1.895,30.1167,0.94,19.82,74.02,18.38,0.1322575543773059
2025-06-01,Gasabo,-1.895,30.1167,0.01,19.61,69.93,21.14,0.11251892122071003
2025-06-02,Gasabo,-1.895,30.1167,0.39,19.62,72.16,20.66,0.09954108303760352
2025-06-03,Gasabo,-1.895,30.1167,3.14,19.95,78.55,18.18,0.116009920581963
2025-06-04,Gasabo,-1.895,30.1167,5.2,19.01,81.45,9.71,0.15060843249466854
2025-06-05,Gasabo,-1.895,30.1167,4.14,18.73,81.53,13.35,0.16941716762046824
2025-06-06,Gasabo,-1.895,30.1167,2.69,18.77,79.44,11.45,0.170904592477398
2025-06-07,Gasabo,-1.895,30.1167,2.46,19.46,75.88,14.77,0.16986890360578832
2025-06-08,Gasabo,-1.895,30.1167,3.34,20.03,73.92,18.55,0.17778856806492005
2025-06-09,Gasabo,-1.895,30.1167,0.51,19.89,73.45,19.68,0.15622028285518202
2025-06-10,Gasabo,-1.895,30.1167,0.09,20.07,75.33,19.64,0.13368724042690472
2025-06-11,Gasabo,-1.895,30.1167,0.0,19.73,71.86,21.82,0.11363415436286901
2025-06-12,Gasabo,-1.895,30.1167,0.0,20.16,72.27,19.38,0.09658903120843866
2025-06-13,Gasabo,-1.895,30.1167,0.0,19.45,70.66,17.22,0.08210067652717286
2025-06-14,Gasabo,-1.895,30.1167,0.0,19.34,68.68,22.17,0.06978557504809693
2025-06-15,Gasabo,-1.895,30.1167,0.01,18.65,67.7,22.03,0.05941773879088239
2025-06-16,Gasabo,-1.895,30.1167,0.0,18.11,63.44,22.62,0.05050507797225003
2025-06-17,Gasabo,-1.895,30.1167,0.69,18.51,68.94,17.66,0.04982931627641253
2025-06-18,Gasabo,-1.895,30.1167,6.56,19.35,73.15,13.52,0.10795491883495065
2025-06-19,Gasabo,-1.895,30.1167,9.01,19.06,79.8,10.73,0.18186168100970806
2025-06-20,Gasabo,-1.895,30.1167,4.32,18.69,81.31,11.46,0.19778242885825187
2025-06-21,Gasabo,-1.895,30.1167,3.31,19.65,75.63,16.34,0.20121506452951407
2025-06-22,Gasabo,-1.895,30.1167,2.3,20.39,71.8,15.71,0.19403280485008695
2025-06-23,Gasabo,-1.895,30.1167,2.58,19.79,74.69,12.93,0.19072788412257388
2025-06-24,Gasabo,-1.895,30.1167,0.74,20.05,74.1,15.3,0.1695187015041878
2025-06-25,Gasabo,-1.895,30.1167,0.07,20.77,69.89,20.91,0.14479089627855962
2025-06-26,Gasabo,-1.895,30.1167,0.3,20.46,67.42,20.99,0.12607226183677567
2025-06-27,Gasabo,-1.895,30.1167,0.17,20.99,65.14,22.07,0.1088614225612593
2025-06-28,Gasabo,-1.895,30.1167,0.65,20.75,66.34,18.29,0.09903220917707041
2025-06-29,Gasabo,-1.895,30.1167,1.17,19.46,71.6,12.76,0.09587737780050985
