date,district,latitude,longitude,rainfall_mm,temperature_c,humidity_pct,sunshine_hours
2022-04-08,Kamonyi,-2.0,29.8667,3.46,19.2,79.77,17.91
2022-04-09,Kamonyi,-2.0,29.8667,8.73,19.14,83.02,22.08
2022-04-10,Kamonyi,-2.0,29.8667,3.36,19.16,82.9,16.4
2022-04-11,Kamonyi,-2.0,29.8667,0.98,19.25,83.79,18.72
2022-04-12,Kamonyi,-2.0,29.8667,1.14,18.77,86.38,18.68
2022-04-13,Kamonyi,-2.0,29.8667,2.27,19.23,86.0,20.28
2022-04-14,Kamonyi,-2.0,29.8667,12.82,19.01,87.03,17.37
2022-04-15,Kamonyi,-2.0,29.8667,13.27,17.8,90.49,14.04
2022-04-16,Kamonyi,-2.0,29.8667,1.01,18.72,84.66,13.07
2022-04-17,Kamonyi,-2.0,29.8667,0.74,19.43,84.25,18.86
2022-04-18,Kamonyi,-2.0,29.8667,1.88,19.3,85.81,17.86
2022-04-19,Kamonyi,-2.0,29.8667,5.34,19.86,86.63,17.31
2022-04-20,Kamonyi,-2.0,29.8667,2.75,18.79,89.74,10.68
2022-04-21,Kamonyi,-2.0,29.8667,7.58,18.94,88.11,13.84
2022-04-22,Kamonyi,-2.0,29.8667,7.52,19.73,82.97,14.31
2022-04-23,Kamonyi,-2.0,29.8667,3.1,19.94,83.05,16.55
2022-04-24,Kamonyi,-2.0,29.8667,19.45,19.58,86.42,14.94
2022-04-25,Kamonyi,-2.0,29.8667,4.63,19.84,82.61,12.4
2022-04-26,Kamonyi,-2.0,29.8667,1.55,19.18,86.56,14.18
2022-04-27,Kamonyi,-2.0,29.8667,6.09,19.48,83.66,18.85
2022-04-28,Kamonyi,-2.0,29.8667,4.05,19.1,85.34,16.6
2022-04-29,Kamonyi,-2.0,29.8667,9.36,18.11,89.02,11.64
2022-04-30,Kamonyi,-2.0,29.8667,0.85,18.76,86.32,17.29
2022-05-01,Kamonyi,-2.0,29.8667,6.99,18.8,87.03,14.33
2022-05-02,Kamonyi,-2.0,29.8667,6.09,18.77,86.28,18.54
2022-05-03,Kamonyi,-2.0,29.8667,3.73,18.89,88.01,19.98
2022-05-04,Kamonyi,-2.0,29.8667,1.27,18.62,87.12,16.18
2022-05-05,Kamonyi,-2.0,29.8667,1.55,18.64,86.51,17.19
2022-05-06,Kamonyi,-2.0,29.8667,1.22,18.88,87.54,14.57
2022-05-07,Kamonyi,-2.0,29.8667,2.74,19.24,87.39,17.22
2022-05-08,Kamonyi,-2.0,29.8667,1.76,19.15,87.47,14.96
2022-05-09,Kamonyi,-2.0,29.8667,0.7,19.29,85.83,19.32
2022-05-10,Kamonyi,-2.0,29.8667,0.29,19.5,83.74,17.94
2022-05-11,Kamonyi,-2.0,29.8667,0.8,19.48,86.24,19.0
2022-05-12,Kamonyi,-2.0,29.8667,3.79,19.3,85.86,19.04
2022-05-13,Kamonyi,-2.0,29.8667,4.46,19.55,82.84,18.79
2022-05-14,Kamonyi,-2.0,29.8667,10.56,19.12,88.28,19.25
2022-05-15,Kamonyi,-2.0,29.8667,1.49,19.24,86.57,15.8
2022-05-16,Kamonyi,-2.0,29.8667,1.17,18.93,84.87,16.52
2022-05-17,Kamonyi,-2.0,29.8667,4.23,18.49,87.87,16.57
2022-05-18,Kamonyi,-2.0,29.8667,1.18,18.91,85.57,13.94
2022-05-19,Kamonyi,-2.0,29.8667,0.04,18.66,81.96,19.15
2022-05-20,Kamonyi,-2.0,29.8667,0.73,18.48,83.59,19.02
2022-05-21,Kamonyi,-2.0,29.8667,0.06,19.15,81.56,17.43
2022-05-22,Kamonyi,-2.0,29.8667,0.33,19.48,82.87,17.37
2022-05-23,Kamonyi,-2.0,29.8667,0.67,19.34,86.82,12.49
2022-05-24,Kamonyi,-2.0,29.8667,0.19,19.19,82.3,11.83
2022-05-25,Kamonyi,-2.0,29.8667,0.76,18.44,82.27,12.41
2022-05-26,Kamonyi,-2.0,29.8667,9.86,18.93,86.3,17.08
2022-05-27,Kamonyi,-2.0,29.8667,2.62,19.0,86.78,15.67
2022-05-28,Kamonyi,-2.0,29.8667,16.55,18.81,88.27,11.62
2022-05-29,Kamonyi,-2.0,29.8667,8.44,17.72,90.22,12.1
2022-05-30,Kamonyi,-2.0,29.8667,1.75,17.78,85.0,11.75
2022-05-31,Kamonyi,-2.0,29.8667,2.06,18.36,84.6,19.54
2022-06-01,Kamonyi,-2.0,29.8667,3.49,18.2,85.49,15.69
2022-06-02,Kamonyi,-2.0,29.8667,4.69,17.36,87.96,14.89
2022-06-03,Kamonyi,-2.0,29.8667,1.15,16.96,84.74,18.28
2022-06-04,Kamonyi,-2.0,29.8667,0.26,16.98,83.18,21.65
2022-06-05,Kamonyi,-2.0,29.8667,0.04,17.33,80.33,21.85
2022-06-06,Kamonyi,-2.0,29.8667,0.16,17.0,79.91,20.58
2022-06-07,Kamonyi,-2.0,29.8667,0.5,16.79,85.8,18.0
2022-06-08,Kamonyi,-2.0,29.8667,0.87,17.1,85.07,13.44
2022-06-09,Kamonyi,-2.0,29.8667,1.32,16.84,88.29,10.55
2022-06-10,Kamonyi,-2.0,29.8667,0.84,17.83,84.25,17.77
2022-06-11,Kamonyi,-2.0,29.8667,0.38,17.84,83.14,15.92
2022-06-12,Kamonyi,-2.0,29.8667,2.67,17.87,85.38,19.45
2022-06-13,Kamonyi,-2.0,29.8667,0.45,17.96,82.78,19.36
2022-06-14,Kamonyi,-2.0,29.8667,0.46,18.52,78.01,19.89
2022-06-15,Kamonyi,-2.0,29.8667,0.49,18.89,76.57,19.12
2022-06-16,Kamonyi,-2.0,29.8667,0.84,18.32,80.31,19.56
2022-06-17,Kamonyi,-2.0,29.8667,1.52,18.44,79.38,20.17
2022-06-18,Kamonyi,-2.0,29.8667,3.38,17.87,83.09,16.37
2022-06-19,Kamonyi,-2.0,29.8667,3.24,17.77,82.96,13.41
2022-06-20,Kamonyi,-2.0,29.8667,0.45,17.27,82.23,12.29
2022-06-21,Kamonyi,-2.0,29.8667,0.02,17.02,78.64,17.81
2022-06-22,Kamonyi,-2.0,29.8667,0.01,17.36,73.54,19.53
2022-06-23,Kamonyi,-2.0,29.8667,0.04,17.52,77.38,17.9
2022-06-24,Kamonyi,-2.0,29.8667,0.1,16.61,81.99,18.77
2022-06-25,Kamonyi,-2.0,29.8667,0.05,17.31,81.84,15.97
2022-06-26,Kamonyi,-2.0,29.8667,0.2,16.57,82.01,17.31
2022-06-27,Kamonyi,-2.0,29.8667,0.05,16.4,81.86,18.21
2022-06-28,Kamonyi,-2.0,29.8667,0.03,15.99,82.17,19.5
2022-06-29,Kamonyi,-2.0,29.8667,0.0,15.97,79.05,19.6
2022-06-30,Kamonyi,-2.0,29.8667,0.0,16.88,75.59,22.51
2022-07-01,Kamonyi,-2.0,29.8667,0.0,16.82,78.74,18.32
2022-07-02,Kamonyi,-2.0,29.8667,0.0,16.4,79.3,18.45
2022-07-03,Kamonyi,-2.0,29.8667,0.0,16.11,77.5,21.01
2022-07-04,Kamonyi,-2.0,29.8667,0.0,16.06,72.11,22.99
2022-07-05,Kamonyi,-2.0,29.8667,0.0,16.66,68.01,22.36
2022-07-06,Kamonyi,-2.0,29.8667,0.04,17.08,70.54,20.63
2022-07-07,Kamonyi,-2.0,29.8667,0.0,17.26,72.07,20.65
2022-07-08,Kamonyi,-2.0,29.8667,0.0,16.41,70.72,20.12
2022-07-09,Kamonyi,-2.0,29.8667,0.11,15.91,73.35,13.7
2022-07-10,Kamonyi,-2.0,29.8667,0.0,15.87,76.97,16.19
2022-07-11,Kamonyi,-2.0,29.8667,0.0,16.65,77.51,18.57
2022-07-12,Kamonyi,-2.0,29.8667,0.0,16.91,78.96,17.17
2022-07-13,Kamonyi,-2.0,29.8667,0.0,17.04,76.22,16.2
2022-07-14,Kamonyi,-2.0,29.8667,0.0,17.54,72.92,21.28
2022-07-15,Kamonyi,-2.0,29.8667,0.18,17.63,77.44,19.59
2022-07-16,Kamonyi,-2.0,29.8667,0.61,18.13,79.53,18.99
2022-07-17,Kamonyi,-2.0,29.8667,0.13,17.48,79.1,18.9
2022-07-18,Kamonyi,-2.0,29.8667,0.01,16.91,77.42,13.34
2022-07-19,Kamonyi,-2.0,29.8667,0.11,16.72,76.18,15.32
2022-07-20,Kamonyi,-2.0,29.8667,0.17,17.06,74.58,19.09
2022-07-21,Kamonyi,-2.0,29.8667,0.02,16.8,74.55,17.9
2022-07-22,Kamonyi,-2.0,29.8667,0.02,16.81,74.91,19.73
2022-07-23,Kamonyi,-2.0,29.8667,0.03,17.09,73.05,22.1
2022-07-24,Kamonyi,-2.0,29.8667,0.23,17.57,74.07,18.03
2022-07-25,Kamonyi,-2.0,29.8667,0.12,18.17,75.46,16.07
2022-07-26,Kamonyi,-2.0,29.8667,0.19,17.9,76.27,13.68
2022-07-27,Kamonyi,-2.0,29.8667,0.15,18.9,73.5,16.9
2022-07-28,Kamonyi,-2.0,29.8667,1.01,18.4,77.27,13.79
2022-07-29,Kamonyi,-2.0,29.8667,3.24,18.33,78.52,12.21
2022-07-30,Kamonyi,-2.0,29.8667,2.18,18.13,81.26,7.99
2022-07-31,Kamonyi,-2.0,29.8667,2.84,19.13,80.05,12.97
2022-08-01,Kamonyi,-2.0,29.8667,14.16,18.07,84.94,12.53
2022-08-02,Kamonyi,-2.0,29.8667,5.04,18.05,82.02,10.19
2022-08-03,Kamonyi,-2.0,29.8667,1.75,18.04,79.23,12.91
2022-08-04,Kamonyi,-2.0,29.8667,0.2,17.88,76.46,13.95
2022-08-05,Kamonyi,-2.0,29.8667,0.01,17.97,73.73,18.97
2022-08-06,Kamonyi,-2.0,29.8667,0.0,18.27,74.55,20.08
2022-08-07,Kamonyi,-2.0,29.8667,0.0,18.54,70.26,20.42
2022-08-08,Kamonyi,-2.0,29.8667,0.0,18.08,67.85,22.06
2022-08-09,Kamonyi,-2.0,29.8667,0.0,18.4,62.3,23.0
2022-08-10,Kamonyi,-2.0,29.8667,0.0,18.23,65.86,20.51
2022-08-11,Kamonyi,-2.0,29.8667,0.03,18.77,71.29,20.82
2022-08-12,Kamonyi,-2.0,29.8667,0.02,18.79,70.34,16.93
2022-08-13,Kamonyi,-2.0,29.8667,0.12,19.23,69.48,13.56
2022-08-14,Kamonyi,-2.0,29.8667,16.28,19.0,75.3,14.14
2022-08-15,Kamonyi,-2.0,29.8667,14.04,18.92,76.28,9.73
2022-08-16,Kamonyi,-2.0,29.8667,18.19,18.74,78.1,13.35
2022-08-17,Kamonyi,-2.0,29.8667,26.51,17.46,85.84,10.62
2022-08-18,Kamonyi,-2.0,29.8667,10.86,17.77,82.54,12.19
2022-08-19,Kamonyi,-2.0,29.8667,0.17,19.0,73.97,16.18
2022-08-20,Kamonyi,-2.0,29.8667,0.71,19.41,73.6,11.49
2022-08-21,Kamonyi,-2.0,29.8667,0.4,19.69,72.94,21.66
2022-08-22,Kamonyi,-2.0,29.8667,0.55,18.94,73.44,16.02
2022-08-23,Kamonyi,-2.0,29.8667,0.1,18.94,72.82,19.98
2022-08-24,Kamonyi,-2.0,29.8667,0.17,18.82,72.62,21.64
2022-08-25,Kamonyi,-2.0,29.8667,0.01,18.36,67.55,20.93
2022-08-26,Kamonyi,-2.0,29.8667,0.08,18.88,67.56,16.03
2022-08-27,Kamonyi,-2.0,29.8667,0.65,19.06,70.78,15.67
2022-08-28,Kamonyi,-2.0,29.8667,3.43,19.11,75.14,10.57
2022-08-29,Kamonyi,-2.0,29.8667,12.72,18.43,81.93,15.38
2022-08-30,Kamonyi,-2.0,29.8667,19.28,19.51,78.58,13.73
2022-08-31,Kamonyi,-2.0,29.8667,14.74,19.13,81.63,16.17
2022-09-01,Kamonyi,-2.0,29.8667,4.95,18.55,81.57,13.09
2022-09-02,Kamonyi,-2.0,29.8667,0.39,19.02,73.71,13.67
2022-09-03,Kamonyi,-2.0,29.8667,0.05,18.97,72.02,12.54
2022-09-04,Kamonyi,-2.0,29.8667,0.21,19.38,71.57,18.8
2022-09-05,Kamonyi,-2.0,29.8667,0.08,19.98,69.27,16.65
2022-09-06,Kamonyi,-2.0,29.8667,0.47,19.75,72.83,18.01
2022-09-07,Kamonyi,-2.0,29.8667,3.75,17.98,80.57,6.64
2022-09-08,Kamonyi,-2.0,29.8667,9.28,18.78,76.81,18.94
2022-09-09,Kamonyi,-2.0,29.8667,5.73,19.24,76.07,12.11
2022-09-10,Kamonyi,-2.0,29.8667,9.22,18.86,79.67,13.63
2022-09-11,Kamonyi,-2.0,29.8667,4.18,19.98,76.49,17.86
2022-09-12,Kamonyi,-2.0,29.8667,4.18,19.92,77.03,15.64
2022-09-13,Kamonyi,-2.0,29.8667,3.84,20.03,78.47,15.17
2022-09-14,Kamonyi,-2.0,29.8667,20.77,18.31,87.27,12.12
2022-09-15,Kamonyi,-2.0,29.8667,8.31,18.79,83.1,14.98
2022-09-16,Kamonyi,-2.0,29.8667,1.26,19.22,75.23,18.09
2022-09-17,Kamonyi,-2.0,29.8667,0.6,19.72,73.9,22.87
2022-09-18,Kamonyi,-2.0,29.8667,9.37,19.49,77.66,12.84
2022-09-19,Kamonyi,-2.0,29.8667,15.69,19.99,79.09,18.88
2022-09-20,Kamonyi,-2.0,29.8667,4.06,20.34,78.09,22.9
2022-09-21,Kamonyi,-2.0,29.8667,3.68,20.23,75.13,20.48
2022-09-22,Kamonyi,-2.0,29.8667,7.11,19.98,74.29,17.22
2022-09-23,Kamonyi,-2.0,29.8667,1.2,20.01,73.51,22.57
2022-09-24,Kamonyi,-2.0,29.8667,0.97,20.12,71.94,19.25
2022-09-25,Kamonyi,-2.0,29.8667,6.03,19.41,75.62,16.91
2022-09-26,Kamonyi,-2.0,29.8667,1.87,19.46,75.53,24.73
2022-09-27,Kamonyi,-2.0,29.8667,1.2,19.74,73.94,17.38
2022-09-28,Kamonyi,-2.0,29.8667,0.34,19.14,73.3,16.25
2022-09-29,Kamonyi,-2.0,29.8667,0.03,19.79,68.99,22.0
2022-09-30,Kamonyi,-2.0,29.8667,0.9,20.15,72.0,18.01
2022-10-01,Kamonyi,-2.0,29.8667,2.02,19.46,76.9,20.02
2022-10-02,Kamonyi,-2.0,29.8667,3.28,19.29,79.16,20.81
2022-10-03,Kamonyi,-2.0,29.8667,0.59,19.14,72.79,20.92
2022-10-04,Kamonyi,-2.0,29.8667,1.73,20.25,67.54,17.72
2022-10-05,Kamonyi,-2.0,29.8667,7.84,19.25,76.6,20.7
2022-10-06,Kamonyi,-2.0,29.8667,5.39,19.71,75.14,22.85
2022-10-07,Kamonyi,-2.0,29.8667,3.52,19.47,77.33,18.92
2022-10-08,Kamonyi,-2.0,29.8667,0.63,19.84,69.75,19.52
2022-10-09,Kamonyi,-2.0,29.8667,1.53,18.91,73.1,17.38
2022-10-10,Kamonyi,-2.0,29.8667,1.07,19.48,72.9,15.94
2022-10-11,Kamonyi,-2.0,29.8667,1.24,19.85,71.43,18.11
2022-10-12,Kamonyi,-2.0,29.8667,2.12,19.84,72.39,20.78
2022-10-13,Kamonyi,-2.0,29.8667,0.49,20.04,69.16,24.9
2022-10-14,Kamonyi,-2.0,29.8667,0.14,20.22,60.76,23.02
2022-10-15,Kamonyi,-2.0,29.8667,0.21,20.35,64.34,18.09
2022-10-16,Kamonyi,-2.0,29.8667,1.79,19.59,76.98,12.71
2022-10-17,Kamonyi,-2.0,29.8667,2.76,19.36,80.51,11.32
2022-10-18,Kamonyi,-2.0,29.8667,2.87,18.91,82.6,17.62
2022-10-19,Kamonyi,-2.0,29.8667,11.16,19.15,79.62,15.06
2022-10-20,Kamonyi,-2.0,29.8667,17.86,19.3,85.31,15.37
2022-10-21,Kamonyi,-2.0,29.8667,14.36,18.39,88.36,12.84
2022-10-22,Kamonyi,-2.0,29.8667,0.34,19.83,78.22,22.08
2022-10-23,Kamonyi,-2.0,29.8667,0.07,19.85,74.07,25.38
2022-10-24,Kamonyi,-2.0,29.8667,0.35,20.14,73.6,21.25
2022-10-25,Kamonyi,-2.0,29.8667,0.34,20.82,69.61,20.77
2022-10-26,Kamonyi,-2.0,29.8667,0.58,19.69,75.82,20.3
2022-10-27,Kamonyi,-2.0,29.8667,1.05,20.55,72.86,19.34
2022-10-28,Kamonyi,-2.0,29.8667,1.11,20.62,72.32,20.68
2022-10-29,Kamonyi,-2.0,29.8667,2.96,20.54,78.22,16.07
2022-10-30,Kamonyi,-2.0,29.8667,3.38,20.06,76.98,20.07
2022-10-31,Kamonyi,-2.0,29.8667,1.3,20.68,72.67,20.76
2022-11-01,Kamonyi,-2.0,29.8667,1.06,20.57,76.51,21.4
2022-11-02,Kamonyi,-2.0,29.8667,1.82,19.59,82.26,15.33
2022-11-03,Kamonyi,-2.0,29.8667,2.18,19.43,81.6,14.53
2022-11-04,Kamonyi,-2.0,29.8667,2.08,19.21,79.48,17.9
2022-11-05,Kamonyi,-2.0,29.8667,5.05,19.5,83.43,16.4
2022-11-06,Kamonyi,-2.0,29.8667,1.28,20.05,76.87,12.35
2022-11-07,Kamonyi,-2.0,29.8667,14.75,18.44,87.45,13.04
2022-11-08,Kamonyi,-2.0,29.8667,1.04,19.16,79.65,17.62
2022-11-09,Kamonyi,-2.0,29.8667,2.83,19.02,83.37,16.07
2022-11-10,Kamonyi,-2.0,29.8667,3.83,19.3,82.64,16.28
2022-11-11,Kamonyi,-2.0,29.8667,2.02,19.44,78.87,12.13
2022-11-12,Kamonyi,-2.0,29.8667,18.17,19.2,83.26,14.15
2022-11-13,Kamonyi,-2.0,29.8667,5.53,17.83,91.22,16.24
2022-11-14,Kamonyi,-2.0,29.8667,1.01,19.61,79.83,18.18
2022-11-15,Kamonyi,-2.0,29.8667,12.74,19.69,81.48,10.23
2022-11-16,Kamonyi,-2.0,29.8667,30.34,18.57,88.05,13.01
2022-11-17,Kamonyi,-2.0,29.8667,6.65,19.49,83.72,14.14
2022-11-18,Kamonyi,-2.0,29.8667,17.58,17.35,87.71,11.04
2022-11-19,Kamonyi,-2.0,29.8667,5.29,18.44,81.99,14.71
2022-11-20,Kamonyi,-2.0,29.8667,10.48,18.46,79.08,16.69
2022-11-21,Kamonyi,-2.0,29.8667,3.75,18.68,82.7,16.1
2022-11-22,Kamonyi,-2.0,29.8667,8.27,19.03,81.54,12.12
2022-11-23,Kamonyi,-2.0,29.8667,1.23,19.0,83.43,14.88
2022-11-24,Kamonyi,-2.0,29.8667,1.12,19.04,84.68,17.28
2022-11-25,Kamonyi,-2.0,29.8667,1.9,18.26,84.3,17.3
2022-11-26,Kamonyi,-2.0,29.8667,2.2,18.27,86.05,10.92
2022-11-27,Kamonyi,-2.0,29.8667,1.08,19.22,79.16,14.25
2022-11-28,Kamonyi,-2.0,29.8667,2.65,18.89,81.76,14.88
2022-11-29,Kamonyi,-2.0,29.8667,10.76,18.9,85.58,15.2
2022-11-30,Kamonyi,-2.0,29.8667,14.06,17.88,85.26,12.81
2022-12-01,Kamonyi,-2.0,29.8667,7.96,18.53,84.42,14.39
2022-12-02,Kamonyi,-2.0,29.8667,1.2,18.88,82.62,19.1
2022-12-03,Kamonyi,-2.0,29.8667,0.27,19.43,79.03,19.31
2022-12-04,Kamonyi,-2.0,29.8667,0.83,19.48,78.4,17.11
2022-12-05,Kamonyi,-2.0,29.8667,2.54,18.51,84.28,11.44
2022-12-06,Kamonyi,-2.0,29.8667,0.41,19.07,75.76,18.03
2022-12-07,Kamonyi,-2.0,29.8667,0.55,19.35,78.5,16.61
2022-12-08,Kamonyi,-2.0,29.8667,2.42,17.74,85.56,14.09
2022-12-09,Kamonyi,-2.0,29.8667,1.57,18.59,80.86,12.97
2022-12-10,Kamonyi,-2.0,29.8667,3.17,18.38,83.87,13.74
2022-12-11,Kamonyi,-2.0,29.8667,1.09,19.56,77.94,18.39
2022-12-12,Kamonyi,-2.0,29.8667,2.31,19.06,84.66,15.12
2022-12-13,Kamonyi,-2.0,29.8667,4.3,18.7,84.72,11.66
2022-12-14,Kamonyi,-2.0,29.8667,1.81,18.85,80.94,17.75
2022-12-15,Kamonyi,-2.0,29.8667,3.55,18.33,82.71,19.03
2022-12-16,Kamonyi,-2.0,29.8667,3.14,18.8,82.37,19.88
2022-12-17,Kamonyi,-2.0,29.8667,1.1,19.61,80.36,21.46
2022-12-18,Kamonyi,-2.0,29.8667,1.51,19.96,80.77,17.37
2022-12-19,Kamonyi,-2.0,29.8667,2.91,19.45,83.63,17.1
2022-12-20,Kamonyi,-2.0,29.8667,13.38,19.51,81.51,19.69
2022-12-21,Kamonyi,-2.0,29.8667,5.1,18.98,82.07,12.99
2022-12-22,Kamonyi,-2.0,29.8667,0.28,19.87,79.16,16.32
2022-12-23,Kamonyi,-2.0,29.8667,6.96,19.28,84.0,12.67
2022-12-24,Kamonyi,-2.0,29.8667,15.52,19.43,83.51,15.16
2022-12-25,Kamonyi,-2.0,29.8667,2.02,19.73,81.12,16.5
2022-12-26,Kamonyi,-2.0,29.8667,2.76,19.46,82.46,16.33
2022-12-27,Kamonyi,-2.0,29.8667,9.08,19.19,83.78,12.56
2022-12-28,Kamonyi,-2.0,29.8667,4.02,19.57,81.48,14.08
2022-12-29,Kamonyi,-2.0,29.8667,1.57,19.28,84.04,10.4
2022-12-30,Kamonyi,-2.0,29.8667,1.29,19.2,85.27,14.78
2022-12-31,Kamonyi,-2.0,29.8667,1.44,19.42,82.87,19.09
2023-01-01,Kamonyi,-2.0,29.8667,0.09,18.83,79.75,20.46
2023-01-02,Kamonyi,-2.0,29.8667,0.03,18.65,74.73,22.2
2023-01-03,Kamonyi,-2.0,29.8667,0.18,19.23,75.06,23.39
2023-01-04,Kamonyi,-2.0,29.8667,0.24,18.72,80.7,21.72
2023-01-05,Kamonyi,-2.0,29.8667,0.12,19.19,78.2,19.36
2023-01-06,Kamonyi,-2.0,29.8667,0.13,19.39,73.29,22.76
2023-01-07,Kamonyi,-2.0,29.8667,0.12,19.53,72.44,20.47
2023-01-08,Kamonyi,-2.0,29.8667,1.89,19.41,75.69,15.84
2023-01-09,Kamonyi,-2.0,29.8667,2.26,19.62,76.57,15.73
2023-01-10,Kamonyi,-2.0,29.8667,6.49,19.11,81.23,14.65
2023-01-11,Kamonyi,-2.0,29.8667,3.92,18.55,82.46,14.2
2023-01-12,Kamonyi,-2.0,29.8667,1.38,19.12,78.25,13.85
2023-01-13,Kamonyi,-2.0,29.8667,1.1,19.15,78.71,16.03
2023-01-14,Kamonyi,-2.0,29.8667,2.06,18.98,78.51,20.84
2023-01-15,Kamonyi,-2.0,29.8667,1.1,19.24,76.29,14.98
2023-01-16,Kamonyi,-2.0,29.8667,1.21,19.02,77.18,19.95
2023-01-17,Kamonyi,-2.0,29.8667,1.24,19.32,75.73,20.8
2023-01-18,Kamonyi,-2.0,29.8667,2.52,19.84,74.81,17.12
2023-01-19,Kamonyi,-2.0,29.8667,2.66,19.82,74.81,21.23
2023-01-20,Kamonyi,-2.0,29.8667,0.79,20.09,75.31,18.42
2023-01-21,Kamonyi,-2.0,29.8667,0.88,19.8,75.89,18.55
2023-01-22,Kamonyi,-2.0,29.8667,0.27,19.55,74.36,14.83
2023-01-23,Kamonyi,-2.0,29.8667,0.86,19.19,74.61,20.09
2023-01-24,Kamonyi,-2.0,29.8667,2.27,18.98,78.34,13.58
2023-01-25,Kamonyi,-2.0,29.8667,3.18,18.15,81.63,18.81
2023-01-26,Kamonyi,-2.0,29.8667,1.63,18.67,77.36,20.22
2023-01-27,Kamonyi,-2.0,29.8667,0.97,19.26,74.93,16.66
2023-01-28,Kamonyi,-2.0,29.8667,1.33,19.8,74.89,24.25
2023-01-29,Kamonyi,-2.0,29.8667,0.22,19.91,72.08,17.54
2023-01-30,Kamonyi,-2.0,29.8667,0.85,19.94,71.31,14.33
2023-01-31,Kamonyi,-2.0,29.8667,0.42,20.31,67.85,16.98
2023-02-01,Kamonyi,-2.0,29.8667,0.68,20.71,66.1,16.5
2023-02-02,Kamonyi,-2.0,29.8667,0.63,19.93,71.63,12.52
2023-02-03,Kamonyi,-2.0,29.8667,0.83,20.0,72.37,15.22
2023-02-04,Kamonyi,-2.0,29.8667,0.83,19.72,73.23,19.28
2023-02-05,Kamonyi,-2.0,29.8667,1.43,19.83,76.0,18.09
2023-02-06,Kamonyi,-2.0,29.8667,3.9,20.25,72.49,16.0
2023-02-07,Kamonyi,-2.0,29.8667,1.6,19.97,71.44,18.03
2023-02-08,Kamonyi,-2.0,29.8667,1.78,20.34,69.07,16.66
2023-02-09,Kamonyi,-2.0,29.8667,0.74,20.08,70.13,15.47
2023-02-10,Kamonyi,-2.0,29.8667,0.22,20.33,71.99,21.41
2023-02-11,Kamonyi,-2.0,29.8667,0.1,20.73,69.67,21.92
2023-02-12,Kamonyi,-2.0,29.8667,0.27,21.19,68.17,18.55
2023-02-13,Kamonyi,-2.0,29.8667,0.01,21.14,67.03,22.95
2023-02-14,Kamonyi,-2.0,29.8667,0.1,21.38,66.45,23.32
2023-02-15,Kamonyi,-2.0,29.8667,1.56,21.28,68.65,20.64
2023-02-16,Kamonyi,-2.0,29.8667,0.59,20.3,71.24,17.8
2023-02-17,Kamonyi,-2.0,29.8667,3.31,20.34,72.04,17.78
2023-02-18,Kamonyi,-2.0,29.8667,4.16,20.38,73.73,17.38
2023-02-19,Kamonyi,-2.0,29.8667,0.08,20.95,68.81,22.07
2023-02-20,Kamonyi,-2.0,29.8667,0.01,21.7,64.81,21.96
2023-02-21,Kamonyi,-2.0,29.8667,3.01,20.18,73.73,16.36
2023-02-22,Kamonyi,-2.0,29.8667,5.0,19.58,78.59,14.23
2023-02-23,Kamonyi,-2.0,29.8667,2.04,20.42,76.42,14.83
2023-02-24,Kamonyi,-2.0,29.8667,0.43,19.97,76.52,17.74
2023-02-25,Kamonyi,-2.0,29.8667,0.25,21.37,71.74,8.73
2023-02-26,Kamonyi,-2.0,29.8667,2.2,20.62,76.08,11.47
2023-02-27,Kamonyi,-2.0,29.8667,9.43,20.07,77.17,11.59
2023-02-28,Kamonyi,-2.0,29.8667,3.93,19.2,84.35,10.39
2023-03-01,Kamonyi,-2.0,29.8667,1.44,19.95,79.56,16.39
2023-03-02,Kamonyi,-2.0,29.8667,1.19,20.27,76.7,13.67
2023-03-03,Kamonyi,-2.0,29.8667,6.61,18.87,84.59,14.99
2023-03-04,Kamonyi,-2.0,29.8667,0.64,19.77,78.78,21.56
2023-03-05,Kamonyi,-2.0,29.8667,1.69,20.37,76.34,23.15
2023-03-06,Kamonyi,-2.0,29.8667,0.65,21.11,75.36,23.63
2023-03-07,Kamonyi,-2.0,29.8667,0.0,22.07,65.74,24.6
2023-03-08,Kamonyi,-2.0,29.8667,0.13,22.48,64.8,23.7
2023-03-09,Kamonyi,-2.0,29.8667,0.5,22.22,70.37,19.11
2023-03-10,Kamonyi,-2.0,29.8667,4.77,21.28,75.97,16.47
2023-03-11,Kamonyi,-2.0,29.8667,2.06,20.07,78.67,14.97
2023-03-12,Kamonyi,-2.0,29.8667,2.71,20.15,78.82,15.66
2023-03-13,Kamonyi,-2.0,29.8667,2.27,20.24,80.06,16.16
2023-03-14,Kamonyi,-2.0,29.8667,5.21,19.97,79.2,17.23
2023-03-15,Kamonyi,-2.0,29.8667,6.26,19.88,79.45,11.79
2023-03-16,Kamonyi,-2.0,29.8667,0.94,20.07,74.28,18.2
2023-03-17,Kamonyi,-2.0,29.8667,8.18,18.78,83.55,11.44
2023-03-18,Kamonyi,-2.0,29.8667,5.65,18.65,78.1,19.16
2023-03-19,Kamonyi,-2.0,29.8667,4.45,18.23,82.83,14.74
2023-03-20,Kamonyi,-2.0,29.8667,6.33,17.88,84.98,11.0
2023-03-21,Kamonyi,-2.0,29.8667,7.45,17.72,85.09,18.99
